Severity,CWE,Tool_A_Alert,Tool_B_Alert,Tool_A_Rule,Tool_B_Rule,Line,TruePositive
High,401,1,0,7,18,120,0
High,401,1,0,7,18,140,0
High,401,1,0,7,18,89,0
High,401,1,0,7,18,58,0
High,401,1,0,7,18,42,0
High,119,1,0,3,18,42,1
Medium,465,1,0,6,18,94,0
Medium,465,1,0,6,18,132,0
Medium,465,1,0,6,18,71,0
High,401,1,0,7,18,41,0
Medium,704,1,0,2,18,168,0
Medium,704,1,0,2,18,129,0
High,401,1,0,7,18,103,0
Medium,704,1,0,2,18,166,0
Medium,704,1,0,2,18,30,0
Medium,704,1,0,2,18,28,0
Medium,704,1,0,2,18,131,0
Medium,704,1,0,2,18,64,0
High,401,1,0,7,18,68,0
Medium,704,1,0,2,18,66,0
Medium,704,1,0,2,18,99,0
Medium,704,1,0,2,18,101,0
High,401,1,0,7,18,32,0
Medium,227,1,0,1,18,39,1
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,28,0
High,401,1,0,7,18,42,1
High,401,1,0,7,18,126,0
High,399,1,0,11,18,48,1
High,401,1,0,7,18,146,0
Medium,227,1,0,1,18,114,0
Medium,227,1,0,1,18,51,1
Medium,227,1,0,1,18,87,0
High,401,1,0,7,18,38,0
Low,561,1,0,4,18,63,0
Low,561,1,0,4,18,89,0
Low,561,1,0,4,18,37,0
Low,561,1,0,4,18,128,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,48,0
Low,561,1,0,4,18,72,0
Low,561,1,0,4,18,60,0
Low,561,1,0,4,18,75,0
Low,561,1,0,4,18,122,0
Unspecified,N/A,1,0,13,18,42,1
High,119,1,0,3,18,71,0
High,119,1,0,3,18,40,1
High,119,1,0,3,18,93,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,55,0
Low,561,1,0,4,18,71,0
Low,561,1,0,4,18,73,0
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,36,0
Medium,227,1,0,1,18,67,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,50,0
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,35,0
Medium,665,1,0,5,18,253,0
Medium,665,1,0,5,18,140,0
High,465,1,0,6,18,131,0
Medium,665,1,0,5,18,237,0
Unspecified,N/A,1,0,13,18,41,1
High,465,1,0,6,18,88,0
High,465,1,0,6,18,47,1
Medium,704,1,0,2,18,32,0
Low,561,1,0,4,18,47,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,62,0
Low,561,1,0,4,18,51,0
Medium,227,1,0,1,18,78,0
Medium,227,1,0,1,18,47,1
Medium,227,1,0,1,18,100,0
High,401,1,1,7,17,51,0
Low,561,1,0,4,18,48,0
Low,561,1,1,4,25,36,0
High,401,1,0,7,18,65,0
High,401,1,0,7,18,35,0
High,401,1,0,7,18,93,0
Low,561,1,0,4,18,122,0
Low,561,1,0,4,18,126,0
Low,561,1,0,4,18,148,0
Low,561,1,0,4,18,141,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,78,0
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,30,0
High,401,1,0,7,18,39,1
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,61,0
Low,561,1,0,4,18,47,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,81,0
Low,561,1,0,4,18,107,0
Low,561,1,0,4,18,133,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,50,0
High,401,1,0,7,18,50,0
High,401,1,0,7,18,89,0
High,401,1,1,7,25,58,0
High,401,1,0,7,18,42,0
Low,561,1,0,4,18,30,0
Medium,227,1,0,1,18,29,0
Medium,227,1,0,1,18,163,0
Medium,227,1,0,1,18,45,1
Medium,227,1,0,1,18,193,0
Low,561,1,0,4,18,155,0
Low,561,1,0,4,18,120,0
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,32,0
High,401,1,0,7,18,34,1
Low,561,1,0,4,18,47,0
Low,561,1,0,4,18,70,0
Low,561,1,0,4,18,25,0
High,465,1,0,6,18,70,0
Medium,665,1,0,5,18,79,0
Medium,665,1,0,5,18,130,0
Medium,665,1,0,5,18,146,0
Low,561,1,0,4,18,113,0
Low,561,1,0,4,18,139,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,87,0
High,401,1,0,7,18,36,0
High,401,1,0,7,18,52,0
High,401,1,0,7,18,83,0
Low,561,1,0,4,18,35,0
Low,561,1,1,4,17,59,0
High,399,1,0,11,18,47,0
Low,561,1,0,4,18,45,0
Low,561,1,0,4,18,91,0
Low,561,1,0,4,18,64,0
Medium,227,1,0,1,18,104,0
Medium,227,1,0,1,18,82,0
Medium,227,1,0,1,18,51,1
Low,561,1,0,4,18,39,0
High,401,1,0,7,18,39,1
Medium,227,1,0,1,18,43,1
Medium,227,1,0,1,18,80,0
Medium,227,1,0,1,18,108,0
Medium,227,1,0,1,18,43,1
Medium,227,1,0,1,18,80,0
Medium,227,1,0,1,18,108,0
Low,561,1,0,4,18,73,0
Medium,227,1,0,1,18,34,1
Low,562,1,0,12,18,47,0
High,401,1,1,7,1,37,1
High,401,1,0,7,18,39,1
Low,561,1,1,4,32,60,0
Low,561,1,1,4,25,35,0
Medium,465,1,0,6,18,77,0
High,119,1,0,3,18,45,1
High,119,1,0,3,18,107,0
Low,561,1,0,4,18,137,0
High,119,1,0,3,18,130,1
Low,561,1,0,4,18,180,0
Low,561,1,0,4,18,149,0
Low,561,1,0,4,18,49,0
Low,561,1,0,4,18,138,0
Low,561,1,0,4,18,57,0
Low,561,1,1,4,25,43,0
Low,561,1,0,4,18,25,0
High,401,1,0,7,18,121,0
High,399,1,0,11,18,47,0
High,465,1,0,6,18,70,0
High,401,1,0,7,18,43,1
High,465,1,0,6,18,90,0
High,465,1,0,6,18,41,0
Low,561,1,0,4,18,81,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,58,0
Low,561,1,0,4,18,75,0
Medium,665,1,0,5,18,41,1
Medium,665,1,0,5,18,104,0
Medium,665,1,0,5,18,77,0
Low,561,1,0,4,18,49,0
Low,561,1,0,4,18,79,0
Medium,704,1,0,2,18,33,1
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,44,0
High,401,1,0,7,18,44,1
Low,561,1,0,4,18,135,0
Low,561,1,0,4,18,142,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,28,0
Medium,227,1,0,1,18,33,1
Low,561,1,0,4,18,129,0
Low,561,1,1,4,32,49,0
Low,561,1,1,4,32,79,0
Low,561,1,1,4,25,25,0
Low,561,1,0,4,18,104,0
High,401,1,0,7,18,115,0
High,399,1,0,11,18,41,0
High,401,1,0,7,18,29,1
High,401,1,0,7,18,34,1
Low,561,1,0,4,18,57,0
High,465,1,0,6,18,90,0
High,465,1,1,6,32,123,0
High,465,1,1,6,26,48,1
Low,561,1,0,4,18,73,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,56,0
High,399,1,0,11,18,39,0
Low,561,1,0,4,18,192,0
Low,561,1,0,4,18,160,0
Low,561,1,1,4,8,38,0
Low,561,1,0,4,18,68,0
Low,561,1,1,4,25,44,0
High,401,1,0,7,18,40,1
Low,561,1,0,4,18,146,0
Low,561,1,0,4,18,186,0
Medium,227,1,0,1,18,78,0
Medium,227,1,0,1,18,104,0
Medium,227,1,0,1,18,44,0
Low,561,1,0,4,18,36,0
Low,561,1,1,4,8,58,0
Low,561,1,0,4,18,77,0
High,399,1,0,11,18,36,0
High,399,1,0,11,18,69,0
Low,561,1,0,4,18,135,0
Low,561,1,0,4,18,110,0
Low,561,1,1,4,25,135,0
Low,561,1,0,4,18,75,0
Low,561,1,0,4,18,45,0
Low,562,1,0,12,18,68,0
High,401,1,0,7,18,48,0
Low,561,1,1,4,26,133,0
Low,561,1,0,4,18,48,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,74,0
Low,561,1,0,4,18,79,0
Low,561,1,0,4,18,129,0
Low,561,1,0,4,18,104,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,49,0
Low,561,1,0,4,18,66,0
Low,561,1,1,4,32,53,0
Low,561,1,0,4,18,33,0
Low,561,1,1,4,16,147,0
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,45,0
Low,561,1,0,4,18,38,0
Low,561,1,0,4,18,80,0
Low,561,1,0,4,18,108,0
Low,561,1,0,4,18,129,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,78,0
Low,561,1,0,4,18,65,0
Medium,227,1,0,1,18,34,1
High,401,1,0,7,18,58,0
High,401,1,0,7,18,89,0
High,401,1,0,7,18,42,0
Low,561,1,0,4,18,63,0
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,122,0
Low,561,1,0,4,18,62,0
Medium,665,1,0,5,18,27,1
High,401,1,0,7,18,38,1
Low,561,1,0,4,18,54,0
High,401,1,0,7,18,39,1
Low,561,1,0,4,18,367,0
Low,561,1,1,4,26,408,0
Low,561,1,0,4,18,62,0
Low,561,1,0,4,18,36,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,59,0
High,401,1,0,7,18,45,1
High,401,1,0,7,18,137,0
High,401,1,0,7,18,118,0
High,401,1,1,7,26,37,1
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,71,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,65,0
Medium,227,1,0,1,18,93,0
High,119,1,0,3,18,42,1
Medium,227,1,0,1,18,72,0
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,32,0
Medium,704,1,0,2,18,44,0
Low,561,1,0,4,18,128,0
Low,561,1,0,4,18,138,0
Low,561,1,0,4,18,171,0
High,401,1,0,7,18,48,1
Medium,227,1,0,1,18,41,1
Medium,227,1,0,1,18,105,0
Medium,665,1,0,5,18,26,1
Low,561,1,1,4,1,80,0
Low,561,1,0,4,18,45,0
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,58,0
High,465,1,0,6,18,47,0
Low,561,1,0,4,18,71,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,151,0
Low,561,1,0,4,18,191,0
Low,561,1,1,4,12,138,0
Low,561,1,0,4,18,112,0
Low,561,1,0,4,18,86,0
Low,561,1,0,4,18,55,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,148,0
Low,561,1,1,4,32,66,0
Low,561,1,1,4,32,57,0
Low,561,1,0,4,18,87,0
Low,561,1,0,4,18,137,0
Low,561,1,1,4,32,112,0
Low,561,1,0,4,18,33,0
High,401,1,0,7,18,38,1
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,113,0
Low,561,1,0,4,18,139,0
Low,561,1,0,4,18,148,0
High,401,1,0,7,18,29,1
High,119,1,0,3,18,42,1
Low,561,1,0,4,18,97,0
Low,561,1,0,4,18,63,0
Low,561,1,0,4,18,26,0
Low,561,1,0,4,18,164,0
High,401,1,1,7,25,43,0
High,401,1,0,7,18,40,1
Low,561,1,0,4,18,138,0
Low,561,1,0,4,18,161,0
Low,561,1,0,4,18,57,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,78,0
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,52,0
High,465,1,0,6,18,98,0
High,465,1,0,6,18,73,0
High,465,1,0,6,18,39,1
Medium,227,1,0,1,18,60,0
Medium,227,1,0,1,18,34,1
Low,561,1,0,4,18,303,0
Low,561,1,0,4,18,332,0
Low,561,1,0,4,18,151,0
Low,561,1,0,4,18,149,0
Low,561,1,0,4,18,182,0
Low,561,1,0,4,18,101,0
Low,561,1,0,4,18,225,0
Low,561,1,0,4,18,58,0
Low,561,1,0,4,18,97,0
Low,561,1,0,4,18,64,0
Low,561,1,0,4,18,27,0
Low,561,1,0,4,18,89,0
Low,561,1,0,4,18,37,0
Low,561,1,0,4,18,63,0
High,465,1,0,6,18,110,0
High,465,1,0,6,18,85,0
High,465,1,0,6,18,51,0
High,401,1,0,7,18,93,0
High,401,1,0,7,18,65,0
High,401,1,0,7,18,35,0
Low,561,1,0,4,18,47,0
Low,561,1,0,4,18,76,0
Low,561,1,0,4,18,49,0
Low,561,1,1,4,32,40,0
Low,561,1,0,4,18,66,0
Low,561,1,0,4,18,93,0
Medium,227,1,0,1,18,84,0
Medium,227,1,0,1,18,106,0
Medium,227,1,0,1,18,53,1
Low,561,1,0,4,18,135,0
Low,561,1,0,4,18,38,0
Low,561,1,0,4,18,72,0
Low,561,1,0,4,18,58,0
Low,561,1,1,4,32,44,0
Low,561,1,0,4,18,26,0
Low,561,1,0,4,18,61,0
Low,561,1,0,4,18,91,0
Medium,227,1,0,1,18,37,1
Low,561,1,0,4,18,66,0
Low,561,1,0,4,18,93,0
Low,561,1,0,4,18,40,0
Low,561,1,0,4,18,54,0
Medium,227,1,0,1,18,99,0
Medium,227,1,0,1,18,50,1
Medium,227,1,0,1,18,79,0
High,399,1,0,11,18,49,1
High,119,1,0,3,18,39,1
Low,561,1,0,4,18,107,0
Low,561,1,0,4,18,81,0
Low,561,1,0,4,18,133,0
Low,561,1,0,4,18,50,0
Low,561,1,0,4,18,25,0
Medium,665,1,0,5,18,33,1
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,46,0
Medium,227,1,0,1,18,39,1
Medium,227,1,0,1,18,72,0
Low,561,1,0,4,18,52,0
Low,561,1,1,4,1,50,0
High,119,1,0,3,18,143,1
Low,561,1,0,4,18,109,0
Low,561,1,0,4,18,113,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,161,0
Low,561,1,1,4,26,163,0
Low,561,1,0,4,18,53,0
High,119,1,0,3,18,43,1
High,465,1,0,6,18,46,1
High,465,1,0,6,18,123,0
High,465,1,0,6,18,89,0
Low,561,1,0,4,18,74,0
High,399,1,0,11,18,37,1
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,30,0
High,401,1,0,7,18,115,0
High,401,1,0,7,18,134,0
High,401,1,0,7,18,64,0
High,401,1,0,7,18,40,1
High,401,1,1,7,1,91,0
High,401,1,0,7,18,42,0
High,401,1,0,7,18,45,0
Low,561,1,0,4,18,58,0
Low,561,1,1,4,32,141,0
Low,561,1,1,4,8,45,0
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,399,0
Low,561,1,1,4,32,365,0
Low,561,1,0,4,18,199,0
Low,561,1,0,4,18,45,0
Low,561,1,1,4,27,31,0
Low,561,1,1,4,25,50,0
Medium,704,1,0,2,18,33,0
Medium,704,1,0,2,18,65,0
Medium,704,1,1,2,16,31,0
High,401,1,0,7,18,52,0
Medium,704,1,0,2,18,50,0
High,401,1,0,7,18,36,0
High,401,1,0,7,18,70,0
Medium,704,1,0,2,18,67,0
High,401,1,0,7,18,77,0
High,401,1,0,7,18,60,0
High,401,1,0,7,18,34,0
High,401,1,0,7,18,37,0
High,401,1,0,7,18,30,1
High,401,1,0,7,18,46,1
Low,561,1,0,4,18,79,0
Low,561,1,0,4,18,47,0
Low,561,1,0,4,18,40,0
High,401,1,0,7,18,44,0
Low,561,1,0,4,18,63,0
High,401,1,0,7,18,34,1
High,401,1,0,7,18,44,0
Low,561,1,0,4,18,136,0
Low,561,1,0,4,18,45,0
Low,561,1,0,4,18,29,0
High,401,1,0,7,18,39,1
Low,561,1,1,4,12,26,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,111,0
Low,561,1,0,4,18,138,0
Low,561,1,0,4,18,84,0
High,401,1,0,7,18,52,0
High,401,1,0,7,18,83,0
High,401,1,0,7,18,36,0
High,399,1,0,11,18,41,1
Low,561,1,0,4,18,57,0
Low,561,1,0,4,18,81,0
Low,561,1,0,4,18,34,0
High,119,1,0,3,18,40,1
High,465,1,0,6,18,104,0
High,465,1,0,6,18,45,0
High,465,1,0,6,18,79,0
Low,561,1,0,4,18,78,0
High,399,1,0,11,18,37,1
High,401,1,0,7,18,55,0
High,401,1,0,7,18,29,1
Low,561,1,0,4,18,69,0
High,401,1,1,7,8,59,0
High,401,1,0,7,18,57,0
High,399,1,0,11,18,47,1
Medium,227,1,0,1,18,41,1
Medium,227,1,1,1,1,73,0
Low,561,1,0,4,18,45,0
Low,561,1,0,4,18,48,0
Low,561,1,0,4,18,275,0
Low,561,1,0,4,18,141,0
Low,561,1,0,4,18,115,0
Low,561,1,0,4,18,113,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,35,0
Low,561,1,1,4,16,84,0
Low,561,1,1,4,12,30,0
Low,561,1,0,4,18,60,0
Unspecified,N/A,1,0,13,18,44,1
Low,561,1,0,4,18,176,0
Medium,227,1,0,1,18,72,0
Medium,227,1,0,1,18,96,0
Medium,227,1,0,1,18,39,1
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,46,0
High,401,1,0,7,18,50,0
Low,561,1,0,4,18,57,0
Low,561,1,0,4,18,53,0
Low,561,1,1,4,32,33,0
Low,561,1,0,4,18,65,0
High,399,1,1,11,25,40,0
Low,561,1,0,4,18,84,0
Low,561,1,0,4,18,81,0
Low,561,1,0,4,18,131,0
Low,561,1,0,4,18,106,0
Low,561,1,0,4,18,51,0
Low,561,1,0,4,18,27,0
High,401,1,0,7,18,43,1
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,56,0
High,465,1,0,6,18,141,0
Medium,665,1,0,5,18,239,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,101,0
Low,561,1,0,4,18,103,0
Low,561,1,0,4,18,67,0
Low,561,1,0,4,18,70,0
Low,561,1,0,4,18,32,0
Unspecified,N/A,1,0,13,18,30,1
High,401,1,1,7,12,45,0
High,465,1,0,6,18,174,0
High,465,1,0,6,18,48,1
High,465,1,0,6,18,147,0
High,401,1,0,7,18,47,1
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,63,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,46,0
High,401,1,0,7,18,39,1
High,401,1,0,7,18,61,0
High,401,1,0,7,18,110,0
Medium,465,1,0,6,18,137,0
Medium,465,1,0,6,18,177,0
Medium,227,1,0,1,18,88,0
Medium,227,1,1,1,33,118,0
Medium,227,1,0,1,18,49,1
Low,561,1,0,4,18,47,0
Low,561,1,0,4,18,35,0
High,401,1,0,7,18,41,1
High,401,1,0,7,18,38,0
High,401,1,0,7,18,96,0
High,401,1,0,7,18,67,0
Medium,227,1,0,1,18,36,0
Medium,227,1,0,1,18,59,0
Medium,227,1,0,1,18,138,0
Medium,227,1,0,1,18,42,0
Medium,227,1,0,1,18,95,0
Medium,227,1,0,1,18,75,0
Low,561,1,1,4,2,38,0
Low,561,1,0,4,18,67,0
Low,561,1,0,4,18,51,0
Low,561,1,0,4,18,25,0
Low,561,1,1,4,9,78,0
High,401,1,0,7,18,42,1
Medium,665,1,0,5,18,26,1
Medium,665,1,0,5,18,322,0
High,465,1,0,6,18,136,0
Medium,665,1,0,5,18,230,0
Low,561,1,1,4,26,67,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,48,0
High,399,1,0,11,18,45,1
High,401,1,0,7,18,53,0
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,79,0
Low,561,1,0,4,18,58,0
High,465,1,0,6,18,45,0
High,465,1,0,6,18,73,0
High,465,1,0,6,18,92,0
Unspecified,N/A,1,0,13,18,47,1
High,401,1,0,7,18,40,1
Low,561,1,0,4,18,55,0
High,401,1,0,7,18,61,0
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,50,0
Low,561,1,0,4,18,64,0
Low,561,1,0,4,18,164,0
Low,561,1,0,4,18,71,0
High,401,1,0,7,18,37,1
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,135,0
High,119,1,0,3,18,42,1
Low,561,1,0,4,18,66,0
Low,561,1,0,4,18,44,0
High,401,1,0,7,18,65,0
High,401,1,1,7,32,37,0
High,401,1,0,7,18,93,0
Low,562,1,0,12,18,47,0
High,401,1,0,7,18,43,1
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,54,0
Low,561,1,1,4,25,32,0
Low,561,1,0,4,18,126,0
Low,561,1,0,4,18,161,0
Low,561,1,0,4,18,98,0
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,58,0
Low,561,1,0,4,18,79,0
Medium,465,1,0,6,18,174,0
Medium,465,1,0,6,18,150,0
High,401,1,0,7,18,40,1
High,401,1,1,7,32,63,0
High,401,1,0,7,18,113,0
Low,561,1,0,4,18,122,0
High,119,1,0,3,18,140,1
Low,561,1,0,4,18,156,0
Low,561,1,0,4,18,188,0
Low,561,1,0,4,18,74,0
Low,561,1,0,4,18,106,0
High,401,1,0,7,18,34,1
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,78,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,62,0
Low,561,1,0,4,18,26,0
Low,561,1,0,4,18,46,0
High,189,1,0,9,18,33,1
High,399,1,0,11,18,41,0
High,401,1,0,7,18,115,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,66,0
Low,561,1,0,4,18,40,0
Low,561,1,0,4,18,93,0
Low,561,1,0,4,18,107,0
High,399,1,0,11,18,41,0
Low,561,1,0,4,18,139,0
Low,561,1,0,4,18,59,0
High,401,1,0,7,18,43,1
Low,561,1,0,4,18,103,0
Low,561,1,0,4,18,43,0
Low,561,1,0,4,18,75,0
High,399,1,0,11,18,108,0
High,399,1,0,11,18,84,0
High,399,1,0,11,18,46,0
Low,561,1,0,4,18,174,0
Low,561,1,0,4,18,141,0
High,401,1,0,7,18,39,1
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,34,0
Low,561,1,0,4,18,63,0
High,401,1,0,7,18,38,1
Low,561,1,0,4,18,82,0
Medium,227,1,0,1,18,112,0
Medium,227,1,0,1,18,82,0
Medium,227,1,0,1,18,43,1
High,401,1,0,7,18,46,1
High,401,1,0,7,18,119,0
High,401,1,0,7,18,69,0
High,401,1,0,7,18,41,1
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,77,0
Low,561,1,0,4,18,48,0
Medium,665,1,0,5,18,27,1
High,401,1,0,7,18,51,0
High,401,1,0,7,18,40,1
Low,561,1,0,4,18,216,0
Medium,665,1,0,5,18,76,0
Medium,665,1,0,5,18,41,1
Medium,665,1,0,5,18,102,0
High,401,1,0,7,18,41,1
High,465,1,0,6,18,85,0
High,465,1,1,6,25,45,1
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,81,0
High,401,1,1,7,26,42,1
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,49,0
Low,561,1,1,4,1,50,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,71,0
Low,561,1,0,4,18,118,0
Low,561,1,0,4,18,72,0
Low,561,1,0,4,18,35,0
High,401,1,0,7,18,53,1
High,401,1,0,7,18,52,0
High,401,1,0,7,18,36,0
High,401,1,0,7,18,83,0
Low,561,1,0,4,18,66,0
Low,561,1,0,4,18,63,0
Low,561,1,0,4,18,34,0
Low,561,1,0,4,18,74,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,38,0
Low,561,1,0,4,18,57,0
Low,561,1,1,4,25,87,0
Medium,227,1,0,1,18,72,0
Medium,227,1,0,1,18,42,1
Medium,227,1,0,1,18,93,0
High,401,1,0,7,18,53,0
Low,561,1,0,4,18,163,0
High,401,1,0,7,18,48,1
High,401,1,0,7,18,40,1
High,399,1,0,11,18,39,0
High,401,1,1,7,26,116,0
Low,561,1,0,4,18,74,0
Low,561,1,0,4,18,42,0
Medium,465,1,0,6,18,114,0
Medium,465,1,0,6,18,70,0
Medium,465,1,0,6,18,149,0
Low,561,1,0,4,18,66,0
High,401,1,0,7,18,44,1
High,401,1,0,7,18,49,0
Low,561,1,0,4,18,97,0
Low,561,1,0,4,18,63,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,55,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,88,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,367,0
Low,561,1,0,4,18,403,0
Low,561,1,0,4,18,146,0
High,401,1,0,7,18,40,1
Low,561,1,1,4,25,54,0
Low,561,1,1,4,25,34,0
Low,561,1,0,4,18,63,0
High,119,1,0,3,18,70,0
High,119,1,0,3,18,43,1
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,71,0
Low,561,1,0,4,18,41,0
Low,561,1,0,4,18,45,0
High,465,1,0,6,18,86,0
High,465,1,0,6,18,67,0
High,465,1,0,6,18,39,0
High,401,1,0,7,18,41,1
Low,561,1,0,4,18,47,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,45,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,48,0
High,401,1,0,7,18,41,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,80,0
Low,561,1,0,4,18,45,0
High,401,1,0,7,18,78,0
High,401,1,0,7,18,51,0
Medium,227,1,0,1,18,172,0
High,401,1,0,7,18,209,0
High,401,1,0,7,18,140,0
High,401,1,0,7,18,177,0
Low,561,1,0,4,18,38,0
Low,561,1,0,4,18,72,0
Low,561,1,0,4,18,56,0
Medium,227,1,1,1,16,99,0
Medium,227,1,0,1,18,46,1
Medium,227,1,0,1,18,77,0
Low,561,1,0,4,18,58,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,47,0
Low,561,1,0,4,18,60,0
Low,561,1,0,4,18,38,0
Low,561,1,1,4,32,78,0
Low,561,1,1,4,32,224,0
High,401,1,1,7,32,65,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,109,0
Low,561,1,0,4,18,71,0
High,401,1,0,7,18,47,1
High,119,1,0,3,18,71,0
High,119,1,0,3,18,97,0
High,119,1,1,3,32,36,1
Low,561,1,1,4,32,63,0
High,465,1,0,6,18,111,0
High,465,1,0,6,18,42,0
High,465,1,0,6,18,81,0
Low,561,1,0,4,18,45,0
Low,561,1,0,4,18,48,0
Medium,227,1,0,1,18,43,1
Low,561,1,0,4,18,62,0
Low,561,1,0,4,18,51,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,173,0
Low,561,1,0,4,18,146,0
High,401,1,0,7,18,54,1
High,401,1,0,7,18,52,1
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,68,0
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,82,0
Low,561,1,0,4,18,48,0
Low,561,1,1,4,26,46,0
High,119,1,0,3,18,37,1
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,102,0
Low,561,1,0,4,18,69,0
Low,561,1,0,4,18,32,0
Low,561,1,1,4,25,83,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,146,0
Low,561,1,0,4,18,73,0
Low,561,1,0,4,18,112,0
Low,561,1,0,4,18,185,0
Low,561,1,1,4,32,75,0
High,401,1,1,7,4,96,0
